"TIMET","MSDT","MACHINE","CPUBUSY","IDLE","WAITIO","MEMTOTAL","MEMUSED","MEMFREE"
1325120400,"12/28/2011  20:00:00","host0",1,98.9,0.1,32909536,21523913.2,11385622.8
1325124000,"12/28/2011  21:00:00","host0",1,98.9,0.1,32909536,21536816.3,11372719.7
1325127600,"12/28/2011  22:00:00","host0",1,98.9,0.1,32909536,21540331.5,11369204.5
1325131200,"12/28/2011  23:00:00","host0",1,98.9,0.1,32909536,21543175.3,11366360.7
1325134800,"12/29/2011   0:00:00","host0",1,98.9,0.1,32909536,21539900.9,11369635.1
1325138400,"12/29/2011   1:00:00","host0",1.2,98.7,0.1,32909536,21478609.2,11430926.8
1325142000,"12/29/2011   2:00:00","host0",1.5,98.4,0.2,32909536,21498082.9,11411453.1
1325145600,"12/29/2011   3:00:00","host0",1,98.9,0.1,32909536,21436236.5,11473299.5
1325149200,"12/29/2011   4:00:00","host0",1.4,98.5,0.1,32909536,21420691.4,11488844.6
1325152800,"12/29/2011   5:00:00","host0",1,98.9,0.1,32909536,21425504.5,11484031.5
1325156400,"12/29/2011   6:00:00","host0",1,98.9,0.1,32909536,21434528.4,11475007.6
1325160000,"12/29/2011   7:00:00","host0",1,98.9,0.1,32909536,21423032.7,11486503.3
1325163600,"12/29/2011   8:00:00","host0",1,98.9,0.1,32909536,21412271.1,11497264.9
1325167200,"12/29/2011   9:00:00","host0",1,98.9,0.1,32909536,21414117.3,11495418.7
1325170800,"12/29/2011  10:00:00","host0",1,98.9,0.1,32909536,21431682.3,11477853.7
1325174400,"12/29/2011  11:00:00","host0",1,98.9,0.1,32909536,21483330.5,11426205.5
1325178000,"12/29/2011  12:00:00","host0",1,98.9,0.1,32909536,21547847.6,11361688.4
1325181600,"12/29/2011  13:00:00","host0",1,98.9,0.1,32909536,21578907.5,11330628.5
1325185200,"12/29/2011  14:00:00","host0",1,98.9,0.1,32909536,21606637.1,11302898.9
1325188800,"12/29/2011  15:00:00","host0",1,98.9,0.1,32909536,21628783.5,11280752.5
1325192400,"12/29/2011  16:00:00","host0",1,98.9,0.1,32909536,21650211.9,11259324.1
1325196000,"12/29/2011  17:00:00","host0",1,98.9,0.1,32909536,21653510.7,11256025.3
1325199600,"12/29/2011  18:00:00","host0",1,98.9,0.1,32909536,21658676.9,11250859.1
1325203200,"12/29/2011  19:00:00","host0",1,98.9,0.1,32909536,21663621.5,11245914.5
1325206800,"12/29/2011  20:00:00","host0",1,98.9,0.1,32909536,21665535.7,11244000.3
1325210400,"12/29/2011  21:00:00","host0",1,98.9,0.1,32909536,21685712.3,11223823.7
1325214000,"12/29/2011  22:00:00","host0",1,98.9,0.1,32909536,21692843.2,11216692.8
1325217600,"12/29/2011  23:00:00","host0",1,98.9,0.1,32909536,21695303.5,11214232.5
1325221200,"12/30/2011   0:00:00","host0",1,98.9,0.1,32909536,21678840.1,11230695.9
1325224800,"12/30/2011   1:00:00","host0",1.1,98.8,0.1,32909536,21610343.5,11299192.5
1325228400,"12/30/2011   2:00:00","host0",1.5,98.3,0.2,32909536,21528188.1,11381347.9
1325232000,"12/30/2011   3:00:00","host0",1.1,98.8,0.1,32909536,21259161.3,11650374.7
1325235600,"12/30/2011   4:00:00","host0",1.4,98.5,0.1,32909536,21451187.3,11458348.7
1325239200,"12/30/2011   5:00:00","host0",1,98.9,0.1,32909536,21582192.7,11327343.3
1325242800,"12/30/2011   6:00:00","host0",1,98.9,0.1,32909536,21558091.9,11351444.1
1325246400,"12/30/2011   7:00:00","host0",1,98.9,0.1,32909536,21565211.7,11344324.3
1325250000,"12/30/2011   8:00:00","host0",1,98.9,0.1,32909536,21583952.4,11325583.6
1325253600,"12/30/2011   9:00:00","host0",1,98.9,0.1,32909536,21586570.5,11322965.5
1325257200,"12/30/2011  10:00:00","host0",1,98.9,0.1,32909536,21612463.7,11297072.3
1325260800,"12/30/2011  11:00:00","host0",1,98.9,0.1,32909536,21654718.4,11254817.6
1325264400,"12/30/2011  12:00:00","host0",1,98.9,0.1,32909536,21709673.2,11199862.8
1325268000,"12/30/2011  13:00:00","host0",1,98.9,0.1,32909536,21711753.3,11197782.7
1325271600,"12/30/2011  14:00:00","host0",1,98.9,0.1,32909536,21730095.1,11179440.9
1325275200,"12/30/2011  15:00:00","host0",1,98.9,0.1,32909536,21752663.5,11156872.5
1325278800,"12/30/2011  16:00:00","host0",1,98.9,0.1,32909536,21762497.2,11147038.8
1325282400,"12/30/2011  17:00:00","host0",1,98.9,0.1,32909536,21765633.1,11143902.9
1325286000,"12/30/2011  18:00:00","host0",1,98.9,0.1,32909536,21598315.3,11311220.7
1325289600,"12/30/2011  19:00:00","host0",1,98.9,0.1,32909536,21463602.3,11445933.7
1325293200,"12/30/2011  20:00:00","host0",1,98.9,0.1,32909536,21466391.1,11443144.9
1325296800,"12/30/2011  21:00:00","host0",1,98.9,0.1,32909536,21466028.1,11443507.9
1325300400,"12/30/2011  22:00:00","host0",1,98.9,0.1,32909536,21469761.1,11439774.9
1325304000,"12/30/2011  23:00:00","host0",1,98.9,0.1,32909536,21476642.8,11432893.2
1325307600,"12/31/2011   0:00:00","host0",1,98.9,0.1,32909536,21490796.4,11418739.6
1325311200,"12/31/2011   1:00:00","host0",1.1,98.8,0.1,32909536,21422759.9,11486776.1
1325314800,"12/31/2011   2:00:00","host0",1.5,98.4,0.2,32909536,21429045.9,11480490.1
1325318400,"12/31/2011   3:00:00","host0",1,98.8,0.1,32909536,21366248.9,11543287.1
1325322000,"12/31/2011   4:00:00","host0",1,98.9,0.1,32909536,21374831.3,11534704.7
1325325600,"12/31/2011   5:00:00","host0",1,98.9,0.1,32909536,21379641.5,11529894.5
1325329200,"12/31/2011   6:00:00","host0",1.4,98.5,0.1,32909536,21588719.5,11320816.5
1325332800,"12/31/2011   7:00:00","host0",1,98.9,0.1,32909536,21659188.5,11250347.5
1325336400,"12/31/2011   8:00:00","host0",1,98.9,0.1,32909536,21665482.3,11244053.7
1325340000,"12/31/2011   9:00:00","host0",1,98.9,0.1,32909536,21666938.3,11242597.7
1325343600,"12/31/2011  10:00:00","host0",0.9,99,0.1,32909536,21670402.1,11239133.9
1325347200,"12/31/2011  11:00:00","host0",1,98.9,0.1,32909536,21673560.4,11235975.6
1325350800,"12/31/2011  12:00:00","host0",1,98.9,0.1,32909536,21676894.3,11232641.7
1325354400,"12/31/2011  13:00:00","host0",1,98.9,0.1,32909536,21680145.2,11229390.8
1325358000,"12/31/2011  14:00:00","host0",1,98.9,0.1,32909536,21685173.5,11224362.5
1325361600,"12/31/2011  15:00:00","host0",1,98.9,0.1,32909536,21683637.1,11225898.9
1325365200,"12/31/2011  16:00:00","host0",1,98.9,0.1,32909536,21686843.6,11222692.4
1325368800,"12/31/2011  17:00:00","host0",1,98.9,0.1,32909536,21690521.7,11219014.3
1325372400,"12/31/2011  18:00:00","host0",1,98.9,0.1,32909536,21694126.3,11215409.7
1325376000,"12/31/2011  19:00:00","host0",1,98.9,0.1,32909536,21697418.3,11212117.7
1325379600,"12/31/2011  20:00:00","host0",1,98.9,0.1,32909536,21701182.1,11208353.9
1325383200,"12/31/2011  21:00:00","host0",1,98.9,0.1,32909536,21702401.3,11207134.7
1325386800,"12/31/2011  22:00:00","host0",1.2,98.7,0.1,32909536,21709714.3,11199821.7
1325390400,"12/31/2011  23:00:00","host0",1,98.9,0.1,32909536,21713900.4,11195635.6
1325394000,"01/01/2012   0:00:00","host0",1,98.9,0.1,32909536,21714209.2,11195326.8
1325397600,"01/01/2012   1:00:00","host0",1.1,98.8,0.1,32909536,21706668.9,11202867.1
1325401200,"01/01/2012   2:00:00","host0",1.5,98.4,0.2,32909536,21616612.8,11292923.2
1325404800,"01/01/2012   3:00:00","host0",1.7,98.1,0.3,32909536,14733488.1,18176047.9
1325408400,"01/01/2012   4:00:00","host0",0.9,98.9,0.2,32909536,1939917.7,30969618.3
1325412000,"01/01/2012   5:00:00","host0",0.8,99.2,0.1,32909536,2074801.5,30834734.5
1325415600,"01/01/2012   6:00:00","host0",1.2,98.7,0.1,32909536,2251771.4,30657764.6
1325419200,"01/01/2012   7:00:00","host0",0.8,99.1,0.1,32909536,2300421.3,30609114.7
1325422800,"01/01/2012   8:00:00","host0",0.8,99.1,0.1,32909536,2303879.5,30605656.5
1325426400,"01/01/2012   9:00:00","host0",0.8,99.2,0.1,32909536,2307224.1,30602311.9
1325430000,"01/01/2012  10:00:00","host0",0.8,99.1,0.1,32909536,2312346.5,30597189.5
1325433600,"01/01/2012  11:00:00","host0",0.8,99.1,0.1,32909536,2317487.6,30592048.4
1325437200,"01/01/2012  12:00:00","host0",0.8,99.1,0.1,32909536,2322404,30587132
1325440800,"01/01/2012  13:00:00","host0",0.8,99.1,0.1,32909536,2326209.6,30583326.4
1325444400,"01/01/2012  14:00:00","host0",0.8,99.1,0.1,32909536,2328453.6,30581082.4
1325448000,"01/01/2012  15:00:00","host0",0.8,99.1,0.1,32909536,2330768.4,30578767.6
1325451600,"01/01/2012  16:00:00","host0",0.8,99.1,0.1,32909536,2334803.6,30574732.4
1325455200,"01/01/2012  17:00:00","host0",0.8,99.1,0.1,32909536,2338088.8,30571447.2
1325458800,"01/01/2012  18:00:00","host0",0.8,99.1,0.1,32909536,2341972.7,30567563.3
1325462400,"01/01/2012  19:00:00","host0",0.8,99.1,0.1,32909536,2345615.2,30563920.8
1325466000,"01/01/2012  20:00:00","host0",0.8,99.1,0.1,32909536,2347572.9,30561963.1
1325469600,"01/01/2012  21:00:00","host0",0.8,99.1,0.1,32909536,2350147.3,30559388.7
1325473200,"01/01/2012  22:00:00","host0",0.8,99.1,0.1,32909536,2353359.3,30556176.7
1325476800,"01/01/2012  23:00:00","host0",0.8,99.1,0.1,32909536,2356736.8,30552799.2
1325480400,"01/02/2012   0:00:00","host0",0.8,99.1,0.1,32909536,2371855.2,30537680.8
1325484000,"01/02/2012   1:00:00","host0",0.9,99,0.1,32909536,2450907.7,30458628.3
1325487600,"01/02/2012   2:00:00","host0",1.3,98.5,0.2,32909536,2516025.1,30393510.9
1325491200,"01/02/2012   3:00:00","host0",0.9,99,0.1,32909536,2488039.1,30421496.9
1325494800,"01/02/2012   4:00:00","host0",1.2,98.6,0.2,32909536,2663109.8,30246426.2
1325498400,"01/02/2012   5:00:00","host0",0.8,99.1,0.1,32909536,2792907.7,30116628.3
1325502000,"01/02/2012   6:00:00","host0",0.9,99.1,0.1,32909536,2798690,30110846
1325505600,"01/02/2012   7:00:00","host0",0.8,99.1,0.1,32909536,2800369.1,30109166.9
1325509200,"01/02/2012   8:00:00","host0",0.8,99.1,0.1,32909536,2801643.6,30107892.4
1325512800,"01/02/2012   9:00:00","host0",0.8,99.1,0.1,32909536,2803283.9,30106252.1
1325516400,"01/02/2012  10:00:00","host0",0.8,99.1,0.1,32909536,2808919.3,30100616.7
1325520000,"01/02/2012  11:00:00","host0",0.9,99,0.1,32909536,2810720.9,30098815.1
1325523600,"01/02/2012  12:00:00","host0",0.8,99.1,0.1,32909536,2862651.7,30046884.3
1325527200,"01/02/2012  13:00:00","host0",0.8,99.1,0.1,32909536,2865258.8,30044277.2
1325530800,"01/02/2012  14:00:00","host0",0.8,99.1,0.1,32909536,2866956.1,30042579.9
1325534400,"01/02/2012  15:00:00","host0",0.8,99.1,0.1,32909536,2868651.9,30040884.1
1325538000,"01/02/2012  16:00:00","host0",0.8,99.1,0.1,32909536,2872035.5,30037500.5
1325541600,"01/02/2012  17:00:00","host0",0.8,99.1,0.1,32909536,2875083.9,30034452.1
1325545200,"01/02/2012  18:00:00","host0",0.8,99.1,0.1,32909536,2881357.9,30028178.1
1325548800,"01/02/2012  19:00:00","host0",0.8,99.1,0.1,32909536,2887118.9,30022417.1
1325552400,"01/02/2012  20:00:00","host0",0.8,99.1,0.1,32909536,2889044.4,30020491.6
1325556000,"01/02/2012  21:00:00","host0",0.8,99.1,0.1,32909536,2891280.1,30018255.9
1325559600,"01/02/2012  22:00:00","host0",0.8,99.1,0.1,32909536,2894446.1,30015089.9
1325563200,"01/02/2012  23:00:00","host0",0.8,99.1,0.1,32909536,2898084.5,30011451.5
1325566800,"01/03/2012   0:00:00","host0",0.8,99.1,0.1,32909536,2901214.1,30008321.9
1325570400,"01/03/2012   1:00:00","host0",1,98.9,0.1,32909536,2923209.5,29986326.5
1325574000,"01/03/2012   2:00:00","host0",1.4,98.5,0.2,32909536,2998842,29910694
1325577600,"01/03/2012   3:00:00","host0",1,98.9,0.1,32909536,2939334.4,29970201.6
1325581200,"01/03/2012   4:00:00","host0",1.3,98.5,0.1,32909536,3121141.9,29788394.1
1325584800,"01/03/2012   5:00:00","host0",0.9,99,0.1,32909536,3248254.3,29661281.7
1325588400,"01/03/2012   6:00:00","host0",0.9,99,0.1,32909536,3253342,29656194
1325592000,"01/03/2012   7:00:00","host0",0.9,99,0.1,32909536,3210558,29698978
1325595600,"01/03/2012   8:00:00","host0",0.9,99,0.1,32909536,3209218.5,29700317.5
1325599200,"01/03/2012   9:00:00","host0",0.9,99,0.1,32909536,3211152.1,29698383.9
1325602800,"01/03/2012  10:00:00","host0",0.9,99,0.1,32909536,3217044.1,29692491.9
1325606400,"01/03/2012  11:00:00","host0",0.9,99,0.1,32909536,3261085.1,29648450.9
1325610000,"01/03/2012  12:00:00","host0",0.9,99,0.1,32909536,3313079.7,29596456.3
1325613600,"01/03/2012  13:00:00","host0",0.9,99,0.1,32909536,3316583.9,29592952.1
1325617200,"01/03/2012  14:00:00","host0",0.9,99,0.1,32909536,3318658.9,29590877.1
1325620800,"01/03/2012  15:00:00","host0",0.9,99,0.1,32909536,3321294.3,29588241.7
1325624400,"01/03/2012  16:00:00","host0",0.9,99,0.1,32909536,3324903.9,29584632.1
1325628000,"01/03/2012  17:00:00","host0",0.9,99,0.1,32909536,3327917.1,29581618.9
1325631600,"01/03/2012  18:00:00","host0",0.9,99,0.1,32909536,3331464.3,29578071.7
1325635200,"01/03/2012  19:00:00","host0",0.9,99,0.1,32909536,3334637.1,29574898.9
1325638800,"01/03/2012  20:00:00","host0",0.9,99,0.1,32909536,3336640.5,29572895.5
1325642400,"01/03/2012  21:00:00","host0",0.9,99,0.1,32909536,3340938.7,29568597.3
1325646000,"01/03/2012  22:00:00","host0",0.9,99,0.1,32909536,3344508.9,29565027.1
1325649600,"01/03/2012  23:00:00","host0",0.9,99,0.1,32909536,3347914.9,29561621.1
1325653200,"01/04/2012   0:00:00","host0",0.9,99,0.1,32909536,3352874.8,29556661.2
1325656800,"01/04/2012   1:00:00","host0",1.1,98.8,0.1,32909536,3366839.5,29542696.5
1325660400,"01/04/2012   2:00:00","host0",1.5,98.3,0.2,32909536,3415628.7,29493907.3
1325664000,"01/04/2012   3:00:00","host0",1,98.9,0.1,32909536,3364032.8,29545503.2
1325667600,"01/04/2012   4:00:00","host0",1.4,98.5,0.2,32909536,3542929.5,29366606.5
1325671200,"01/04/2012   5:00:00","host0",0.9,99,0.1,32909536,3688850.4,29220685.6
1325674800,"01/04/2012   6:00:00","host0",1,98.9,0.1,32909536,3696830.7,29212705.3
1325678400,"01/04/2012   7:00:00","host0",0.9,99,0.1,32909536,3699174.8,29210361.2
1325682000,"01/04/2012   8:00:00","host0",0.9,99,0.1,32909536,3701111.3,29208424.7
1325685600,"01/04/2012   9:00:00","host0",0.9,99,0.1,32909536,3703480.5,29206055.5
1325689200,"01/04/2012  10:00:00","host0",0.9,99,0.1,32909536,3708526.5,29201009.5
1325692800,"01/04/2012  11:00:00","host0",0.9,99,0.1,32909536,3736347.1,29173188.9
1325696400,"01/04/2012  12:00:00","host0",0.9,99,0.1,32909536,3763087.6,29146448.4
1325700000,"01/04/2012  13:00:00","host0",0.9,99,0.1,32909536,3765914.9,29143621.1
1325703600,"01/04/2012  14:00:00","host0",0.9,99,0.1,32909536,3767932,29141604
1325707200,"01/04/2012  15:00:00","host0",0.9,99,0.1,32909536,3769790.3,29139745.7
1325710800,"01/04/2012  16:00:00","host0",0.9,99,0.1,32909536,3773423.5,29136112.5
1325714400,"01/04/2012  17:00:00","host0",0.9,99,0.1,32909536,3777784,29131752
1325718000,"01/04/2012  18:00:00","host0",0.9,99,0.1,32909536,3782844.3,29126691.7
1325721600,"01/04/2012  19:00:00","host0",0.9,99,0.1,32909536,3785894.8,29123641.2
1325725200,"01/04/2012  20:00:00","host0",1,99,0.1,32909536,3789840.5,29119695.5
1325728800,"01/04/2012  21:00:00","host0",1,99,0.1,32909536,3792485.6,29117050.4
1325732400,"01/04/2012  22:00:00","host0",1,99,0.1,32909536,3797504.9,29112031.1
1325736000,"01/04/2012  23:00:00","host0",0.9,99,0.1,32909536,3801652,29107884
1325739600,"01/05/2012   0:00:00","host0",1,98.9,0.1,32909536,3805085.9,29104450.1
1325743200,"01/05/2012   1:00:00","host0",1.1,98.8,0.1,32909536,3783937.7,29125598.3
1325746800,"01/05/2012   2:00:00","host0",1.4,98.4,0.2,32909536,3827115.5,29082420.5
1325750400,"01/05/2012   3:00:00","host0",1,98.9,0.1,32909536,3764855.1,29144680.9
1325754000,"01/05/2012   4:00:00","host0",1.3,98.5,0.2,32909536,3944860.9,28964675.1
1325757600,"01/05/2012   5:00:00","host0",1,99,0.1,32909536,4075902.9,28833633.1
1325761200,"01/05/2012   6:00:00","host0",1,98.9,0.1,32909536,4081496.1,28828039.9
1325764800,"01/05/2012   7:00:00","host0",0.9,99,0.1,32909536,4055323.7,28854212.3
1325768400,"01/05/2012   8:00:00","host0",0.9,99,0.1,32909536,4037569.9,28871966.1
1325772000,"01/05/2012   9:00:00","host0",0.9,99,0.1,32909536,4039349.5,28870186.5
1325775600,"01/05/2012  10:00:00","host0",1,98.9,0.1,32909536,4045219.3,28864316.7
1325779200,"01/05/2012  11:00:00","host0",1,98.9,0.1,32909536,4088156.1,28821379.9
1325782800,"01/05/2012  12:00:00","host0",1,99,0.1,32909536,4146690.7,28762845.3
1325786400,"01/05/2012  13:00:00","host0",1,99,0.1,32909536,4150152,28759384
1325790000,"01/05/2012  14:00:00","host0",1,99,0.1,32909536,4152204.1,28757331.9
1325793600,"01/05/2012  15:00:00","host0",0.9,99,0.1,32909536,4154075.7,28755460.3
1325797200,"01/05/2012  16:00:00","host0",1,99,0.1,32909536,4158788.4,28750747.6
1325800800,"01/05/2012  17:00:00","host0",1,99,0.1,32909536,4159367.3,28750168.7
1325804400,"01/05/2012  18:00:00","host0",1,98.9,0.1,32909536,4160846,28748690
1325808000,"01/05/2012  19:00:00","host0",1,98.9,0.1,32909536,4164252.8,28745283.2
1325811600,"01/05/2012  20:00:00","host0",1,99,0.1,32909536,4166627.3,28742908.7
1325815200,"01/05/2012  21:00:00","host0",0.9,99,0.1,32909536,4168875.7,28740660.3
1325818800,"01/05/2012  22:00:00","host0",1,99,0.1,32909536,4172662.1,28736873.9
1325822400,"01/05/2012  23:00:00","host0",1,98.9,0.1,32909536,4176791.7,28732744.3
1325826000,"01/06/2012   0:00:00","host0",1,98.9,0.1,32909536,4183611.7,28725924.3
1325829600,"01/06/2012   1:00:00","host0",1.1,98.8,0.1,32909536,4170752.9,28738783.1
1325833200,"01/06/2012   2:00:00","host0",1.4,98.4,0.2,32909536,4204977.3,28704558.7
1325836800,"01/06/2012   3:00:00","host0",1.1,98.8,0.1,32909536,4142257.6,28767278.4
1325840400,"01/06/2012   4:00:00","host0",1.4,98.5,0.1,32909536,4313913.5,28595622.5
1325844000,"01/06/2012   5:00:00","host0",0.9,99,0.1,32909536,4434495.7,28475040.3
1325847600,"01/06/2012   6:00:00","host0",1,99,0.1,32909536,4441015.2,28468520.8
1325851200,"01/06/2012   7:00:00","host0",0.9,99,0.1,32909536,4441868.5,28467667.5
1325854800,"01/06/2012   8:00:00","host0",1,99,0.1,32909536,4444068.7,28465467.3
1325858400,"01/06/2012   9:00:00","host0",0.9,99,0.1,32909536,4445936.3,28463599.7
1325862000,"01/06/2012  10:00:00","host0",0.9,99,0.1,32909536,4451476.8,28458059.2
1325865600,"01/06/2012  11:00:00","host0",1,98.9,0.2,32909536,4484428.7,28425107.3
1325869200,"01/06/2012  12:00:00","host0",1,99,0.1,32909536,4516288.1,28393247.9
1325872800,"01/06/2012  13:00:00","host0",0.9,99,0.1,32909536,4519684.1,28389851.9
1325876400,"01/06/2012  14:00:00","host0",0.9,99,0.1,32909536,4520859.1,28388676.9
1325880000,"01/06/2012  15:00:00","host0",0.9,99,0.1,32909536,4523499.5,28386036.5
1325883600,"01/06/2012  16:00:00","host0",0.9,99,0.1,32909536,4527224.4,28382311.6
1325887200,"01/06/2012  17:00:00","host0",0.9,99,0.1,32909536,4530252.7,28379283.3
1325890800,"01/06/2012  18:00:00","host0",0.9,99,0.1,32909536,4533321.3,28376214.7
1325894400,"01/06/2012  19:00:00","host0",1,99,0.1,32909536,4536547.1,28372988.9
1325898000,"01/06/2012  20:00:00","host0",0.9,99,0.1,32909536,4539827.6,28369708.4
1325901600,"01/06/2012  21:00:00","host0",0.9,99,0.1,32909536,4540253.2,28369282.8
1325905200,"01/06/2012  22:00:00","host0",1,98.9,0.1,32909536,4543816.3,28365719.7
1325908800,"01/06/2012  23:00:00","host0",1,98.9,0.1,32909536,4547369.5,28362166.5
1325912400,"01/07/2012   0:00:00","host0",1,98.9,0.1,32909536,4549336.5,28360199.5
1325916000,"01/07/2012   1:00:00","host0",1.1,98.8,0.1,32909536,4540852.3,28368683.7
1325919600,"01/07/2012   2:00:00","host0",1.5,98.4,0.2,32909536,4573637.2,28335898.8
1325923200,"01/07/2012   3:00:00","host0",1,98.9,0.1,32909536,4504135.6,28405400.4
1325926800,"01/07/2012   4:00:00","host0",1,98.9,0.1,32909536,4497688.8,28411847.2
1325930400,"01/07/2012   5:00:00","host0",1,99,0.1,32909536,4501075.7,28408460.3
1325934000,"01/07/2012   6:00:00","host0",1.4,98.5,0.1,32909536,4718961.3,28190574.7
1325937600,"01/07/2012   7:00:00","host0",1,99,0.1,32909536,4775738.1,28133797.9
1325941200,"01/07/2012   8:00:00","host0",0.9,99,0.1,32909536,4776695.9,28132840.1
1325944800,"01/07/2012   9:00:00","host0",0.9,99,0.1,32909536,4778596.7,28130939.3
1325948400,"01/07/2012  10:00:00","host0",0.9,99,0.1,32909536,4781872.4,28127663.6
1325952000,"01/07/2012  11:00:00","host0",0.9,99,0.1,32909536,4785056.9,28124479.1
1325955600,"01/07/2012  12:00:00","host0",1,99,0.1,32909536,4789125.9,28120410.1
1325959200,"01/07/2012  13:00:00","host0",0.9,99,0.1,32909536,4792449.2,28117086.8
1325962800,"01/07/2012  14:00:00","host0",0.9,99,0.1,32909536,4794199.5,28115336.5
1325966400,"01/07/2012  15:00:00","host0",0.9,99,0.1,32909536,4796194.1,28113341.9
1325970000,"01/07/2012  16:00:00","host0",0.9,99,0.1,32909536,4799746.4,28109789.6
1325973600,"01/07/2012  17:00:00","host0",0.9,99,0.1,32909536,4802793.9,28106742.1
1325977200,"01/07/2012  18:00:00","host0",1,99,0.1,32909536,4806262.5,28103273.5
1325980800,"01/07/2012  19:00:00","host0",0.9,99,0.1,32909536,4809822.9,28099713.1
1325984400,"01/07/2012  20:00:00","host0",0.9,99,0.1,32909536,4811737.7,28097798.3
1325988000,"01/07/2012  21:00:00","host0",1,98.9,0.1,32909536,4862463.5,28047072.5
1325991600,"01/07/2012  22:00:00","host0",1.2,98.2,0.5,32909536,18955827.1,13953708.9
1325995200,"01/07/2012  23:00:00","host0",1,98.9,0.1,32909536,19955550.4,12953985.6
1325998800,"01/08/2012   0:00:00","host0",1,98.9,0.1,32909536,19960108,12949428
1326002400,"01/08/2012   1:00:00","host0",1.1,98.8,0.1,32909536,19990715.9,12918820.1
1326006000,"01/08/2012   2:00:00","host0",1.5,98.3,0.2,32909536,20042922.5,12866613.5
1326009600,"01/08/2012   3:00:00","host0",1.1,98.8,0.1,32909536,19983891.3,12925644.7
1326013200,"01/08/2012   4:00:00","host0",1,98.9,0.1,32909536,19962157.1,12947378.9
1326016800,"01/08/2012   5:00:00","host0",0.9,99,0.1,32909536,19954331.3,12955204.7
1326020400,"01/08/2012   6:00:00","host0",1.4,98.5,0.1,32909536,20188447.4,12721088.6
1326024000,"01/08/2012   7:00:00","host0",0.9,99,0.1,32909536,20267710.4,12641825.6
1326027600,"01/08/2012   8:00:00","host0",0.9,99,0.1,32909536,20285257.9,12624278.1
1326031200,"01/08/2012   9:00:00","host0",0.9,99,0.1,32909536,20293928.9,12615607.1
1326034800,"01/08/2012  10:00:00","host0",1,98.9,0.1,32909536,20301343.1,12608192.9
1326038400,"01/08/2012  11:00:00","host0",1,98.9,0.1,32909536,20312204.1,12597331.9
1326042000,"01/08/2012  12:00:00","host0",1,98.9,0.1,32909536,20318968.1,12590567.9
1326045600,"01/08/2012  13:00:00","host0",1,98.9,0.1,32909536,20321836.9,12587699.1
1326049200,"01/08/2012  14:00:00","host0",1,98.9,0.1,32909536,20323891.3,12585644.7
1326052800,"01/08/2012  15:00:00","host0",1,98.9,0.1,32909536,20326044.9,12583491.1
1326056400,"01/08/2012  16:00:00","host0",1,98.9,0.1,32909536,20329513.6,12580022.4
1326060000,"01/08/2012  17:00:00","host0",1,98.9,0.1,32909536,20333266.8,12576269.2
1326063600,"01/08/2012  18:00:00","host0",1,98.9,0.1,32909536,20334179.6,12575356.4
1326067200,"01/08/2012  19:00:00","host0",1,98.9,0.1,32909536,20333520.9,12576015.1
1326070800,"01/08/2012  20:00:00","host0",1,98.9,0.1,32909536,20334939.7,12574596.3
1326074400,"01/08/2012  21:00:00","host0",1,98.9,0.1,32909536,20337182.7,12572353.3
1326078000,"01/08/2012  22:00:00","host0",1,98.9,0.1,32909536,20341204.1,12568331.9
1326081600,"01/08/2012  23:00:00","host0",1,98.9,0.1,32909536,20344622.7,12564913.3
1326085200,"01/09/2012   0:00:00","host0",1,98.9,0.1,32909536,20346865.3,12562670.7
1326088800,"01/09/2012   1:00:00","host0",1.1,98.8,0.1,32909536,20376820.9,12532715.1
1326092400,"01/09/2012   2:00:00","host0",1.5,98.3,0.2,32909536,20425285.5,12484250.5
1326096000,"01/09/2012   3:00:00","host0",1.1,98.8,0.1,32909536,20356292.3,12553243.7
1326099600,"01/09/2012   4:00:00","host0",1.4,98.5,0.1,32909536,20530441.2,12379094.8
1326103200,"01/09/2012   5:00:00","host0",1,98.9,0.1,32909536,20656497.5,12253038.5
1326106800,"01/09/2012   6:00:00","host0",1,98.9,0.1,32909536,20664301.1,12245234.9
1326110400,"01/09/2012   7:00:00","host0",1,98.9,0.1,32909536,20666378.5,12243157.5
1326114000,"01/09/2012   8:00:00","host0",1,98.9,0.1,32909536,20668177.2,12241358.8
1326117600,"01/09/2012   9:00:00","host0",1,98.9,0.1,32909536,20641207.3,12268328.7
1326121200,"01/09/2012  10:00:00","host0",1,98.9,0.1,32909536,20630687.9,12278848.1
1326124800,"01/09/2012  11:00:00","host0",1,98.9,0.1,32909536,20653871.1,12255664.9
1326128400,"01/09/2012  12:00:00","host0",1,98.9,0.1,32909536,20683668,12225868
1326132000,"01/09/2012  13:00:00","host0",1,98.9,0.1,32909536,20689221.5,12220314.5
1326135600,"01/09/2012  14:00:00","host0",1,98.9,0.1,32909536,20697623.3,12211912.7
1326139200,"01/09/2012  15:00:00","host0",1,98.9,0.1,32909536,20700503.9,12209032.1
1326142800,"01/09/2012  16:00:00","host0",1,98.9,0.1,32909536,20704205.7,12205330.3
1326146400,"01/09/2012  17:00:00","host0",1,98.9,0.1,32909536,20709218.9,12200317.1
1326150000,"01/09/2012  18:00:00","host0",1,98.9,0.1,32909536,20714129.7,12195406.3
1326153600,"01/09/2012  19:00:00","host0",1,98.9,0.1,32909536,20718353.7,12191182.3
